,VirusGroup,ViralFamily,VirusStatus,ScientificName,Order,NumberOfAccessions
0,Bombali Virus (BOMV),Filoviridae,new,['Mops condylurus' 'Chaerephon pumilus'],['CHIROPTERA'],2
1,PREDICT_AaV-1,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
2,PREDICT_AaV-10,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
3,PREDICT_AaV-11,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
4,PREDICT_AaV-2,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
5,PREDICT_AaV-3,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
6,PREDICT_AaV-4,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
7,PREDICT_AaV-5,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
8,PREDICT_AaV-6,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
9,PREDICT_AaV-7,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
10,PREDICT_AaV-8,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
11,PREDICT_AaV-9,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
12,PREDICT_AdV-1,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
13,PREDICT_AdV-10,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
14,PREDICT_AdV-11,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
15,PREDICT_AdV-12,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
16,PREDICT_AdV-13,Adenoviridae,new,"['Sturnira lilium' 'Sturnirinae' 'Rhynchonycteris naso'
 'Carollia perspicillata' 'Artibeus obscurus' 'Chiroptera' 'Sturnira sp.']",['CHIROPTERA'],7
17,PREDICT_AdV-14,Adenoviridae,new,['Glossophaga soricina'],['CHIROPTERA'],1
18,PREDICT_AdV-15,Adenoviridae,new,['Sturnira lilium'],['CHIROPTERA'],1
19,PREDICT_AdV-16,Adenoviridae,new,['Anoura caudifer' 'Glossophaga soricina' 'Carollia perspicillata'],['CHIROPTERA'],3
20,PREDICT_AdV-17,Adenoviridae,new,['Lophuromys sikapusi' 'Thryonomys swinderianus'],['RODENTIA'],2
21,PREDICT_AdV-18,Adenoviridae,new,['Soricidae'],['EULIPOTYPHLA'],1
22,PREDICT_AdV-19,Adenoviridae,new,['Praomys sp.'],['RODENTIA'],1
23,PREDICT_AdV-2,Adenoviridae,new,['Gorilla beringei beringei'],['PRIMATES'],1
24,PREDICT_AdV-20,Adenoviridae,new,['Mus musculus'],['RODENTIA'],1
25,PREDICT_AdV-21,Adenoviridae,new,['Praomys sp.'],['RODENTIA'],1
26,PREDICT_AdV-22,Adenoviridae,new,['Dasymys rufulus' 'Mus sp.'],['RODENTIA'],2
27,PREDICT_AdV-23,Adenoviridae,new,['Gerbilliscus kempi'],['RODENTIA'],1
28,PREDICT_AdV-24,Adenoviridae,new,['Uranomys ruddi' 'Lophuromys nudicaudus'],['RODENTIA'],2
29,PREDICT_AdV-25,Adenoviridae,new,['Praomys sp.'],['RODENTIA'],1
30,PREDICT_AdV-26,Adenoviridae,new,['Rattus rattus'],['RODENTIA'],1
31,PREDICT_AdV-27,Adenoviridae,new,['Macroglossus sobrinus'],['CHIROPTERA'],1
32,PREDICT_AdV-28,Adenoviridae,new,['Epomops franqueti'],['CHIROPTERA'],1
33,PREDICT_AdV-29,Adenoviridae,new,['Megaloglossus woermanni' 'Epomops franqueti'],['CHIROPTERA'],2
34,PREDICT_AdV-3,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
35,PREDICT_AdV-30,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
36,PREDICT_AdV-31,Adenoviridae,new,['Rattus rattus'],['RODENTIA'],1
37,PREDICT_AdV-32,Adenoviridae,new,['Mastomys natalensis'],['RODENTIA'],1
38,PREDICT_AdV-33,Adenoviridae,new,['Hypsugo musciculus'],['CHIROPTERA'],1
39,PREDICT_AdV-34,Adenoviridae,new,['Neoromicia tenuipinnis'],['CHIROPTERA'],1
40,PREDICT_AdV-35,Adenoviridae,new,['Rhinolophus alcyone' 'Rhinolophus landeri' 'Hipposideros cyclops'],['CHIROPTERA'],3
41,PREDICT_AdV-36,Adenoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
42,PREDICT_AdV-37,Adenoviridae,new,['Mops demonstrator' 'Chaerephon pumilus'],['CHIROPTERA'],2
43,PREDICT_AdV-38,Adenoviridae,new,['Megaloglossus woermanni' 'Hipposideros cyclops' 'Micropteropus pusillus'],['CHIROPTERA'],3
44,PREDICT_AdV-39,Adenoviridae,new,['Hipposideros cyclops'],['CHIROPTERA'],1
45,PREDICT_AdV-4,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
46,PREDICT_AdV-40,Adenoviridae,new,['Hipposideros commersoni'],['CHIROPTERA'],1
47,PREDICT_AdV-41,Adenoviridae,new,['Hipposideros commersoni' 'Hipposideros gigas'],['CHIROPTERA'],2
48,PREDICT_AdV-42,Adenoviridae,new,['Rhinolophus landeri'],['CHIROPTERA'],1
49,PREDICT_AdV-43,Adenoviridae,new,['Lophuromys sp.'],['RODENTIA'],1
50,PREDICT_AdV-44,Adenoviridae,new,['Praomys sp.' 'Dasymys rufulus'],['RODENTIA'],2
51,PREDICT_AdV-46,Adenoviridae,new,['Malacomys longipes'],['RODENTIA'],1
52,PREDICT_AdV-47,Adenoviridae,new,['Malacomys sp.'],['RODENTIA'],1
53,PREDICT_AdV-48,Adenoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
54,PREDICT_AdV-49,Adenoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
55,PREDICT_AdV-5,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
56,PREDICT_AdV-50,Adenoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
57,PREDICT_AdV-51,Adenoviridae,new,['Dasymys rufulus'],['RODENTIA'],1
58,PREDICT_AdV-52,Adenoviridae,new,['Hylomyscus stella'],['RODENTIA'],1
59,PREDICT_AdV-53,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
60,PREDICT_AdV-54,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
61,PREDICT_AdV-55,Adenoviridae,new,['Macaca mulatta' 'Macaca nemestrina'],['PRIMATES'],2
62,PREDICT_AdV-56,Adenoviridae,new,['Neoromicia tenuipinnis'],['CHIROPTERA'],1
63,PREDICT_AdV-57,Adenoviridae,new,['Nycteris hispida'],['CHIROPTERA'],1
64,PREDICT_AdV-58,Adenoviridae,new,['Mops condylurus'],['CHIROPTERA'],1
65,PREDICT_AdV-59,Adenoviridae,new,['Mops condylurus'],['CHIROPTERA'],1
66,PREDICT_AdV-6,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
67,PREDICT_AdV-60,Adenoviridae,new,['Rhinolophus fumigatus'],['CHIROPTERA'],1
68,PREDICT_AdV-61,Adenoviridae,new,['Lissonycteris angolensis'],['CHIROPTERA'],1
69,PREDICT_AdV-62,Adenoviridae,new,['Neoromicia tenuipinnis'],['CHIROPTERA'],1
70,PREDICT_AdV-63,Adenoviridae,new,['Eidolon helvum'],['CHIROPTERA'],1
71,PREDICT_AdV-64,Adenoviridae,new,['Rhinolophus alcyone' 'Rhinolophus landeri'],['CHIROPTERA'],2
72,PREDICT_AdV-65,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
73,PREDICT_AdV-66,Adenoviridae,new,['Hipposideros diadema' 'Hipposideros galeritus'],['CHIROPTERA'],2
74,PREDICT_AdV-67,Adenoviridae,new,['Hipposideros diadema'],['CHIROPTERA'],1
75,PREDICT_AdV-68,Adenoviridae,new,['Hipposideros cyclops'],['CHIROPTERA'],1
76,PREDICT_AdV-69,Adenoviridae,new,['Macaca mulatta' 'Suncus murinus'],['PRIMATES' 'EULIPOTYPHLA'],2
77,PREDICT_AdV-7,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
78,PREDICT_AdV-70,Adenoviridae,new,['Sundamys muelleri'],['RODENTIA'],1
79,PREDICT_AdV-71,Adenoviridae,new,['Rhinophylla pumilio' 'Sturnira sp.'],['CHIROPTERA'],2
80,PREDICT_AdV-72,Adenoviridae,new,['Macaca mulatta'],['PRIMATES'],1
81,PREDICT_AdV-73,Adenoviridae,new,['Mus musculoides'],['RODENTIA'],1
82,PREDICT_AdV-74,Adenoviridae,new,['Mus musculus' 'Mus musculoides'],['RODENTIA'],2
83,PREDICT_AdV-75,Adenoviridae,new,"['Mus musculoides' 'Praomys tullbergi' 'Heimyscus fumosus'
 'Hylomyscus sp.' 'Hylomyscus stella' 'Crocidura sp.' 'Hylomyscus parvus']",['RODENTIA' 'EULIPOTYPHLA'],7
84,PREDICT_AdV-77,Adenoviridae,new,['Nasalis larvatus'],['PRIMATES'],1
85,PREDICT_AdV-78,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
86,PREDICT_AdV-79,Adenoviridae,new,['Micropteropus pusillus'],['CHIROPTERA'],1
87,PREDICT_AdV-8,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
88,PREDICT_AdV-80,Adenoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
89,PREDICT_AdV-81,Adenoviridae,new,['Glossophaga soricina'],['CHIROPTERA'],1
90,PREDICT_AdV-83,Adenoviridae,new,['Bandicota indica' 'Bandicota bengalensis'],['RODENTIA'],2
91,PREDICT_AdV-84,Adenoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
92,PREDICT_AdV-85,Adenoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
93,PREDICT_AdV-86,Adenoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
94,PREDICT_AdV-87,Adenoviridae,new,['Pteronotus davyi' 'Glossophaga soricina' 'Myotis californicus'],['CHIROPTERA'],3
95,PREDICT_AdV-88,Adenoviridae,new,['Rattus rattus'],['RODENTIA'],1
96,PREDICT_AdV-89,Adenoviridae,new,['Bandicota indica'],['RODENTIA'],1
97,PREDICT_AdV-9,Adenoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
98,PREDICT_AdV-90,Adenoviridae,new,"['Bandicota indica' 'Suncus murinus' 'Bandicota bengalensis'
 'Rattus rattus']",['RODENTIA' 'EULIPOTYPHLA'],4
99,PREDICT_AdV-91,Adenoviridae,new,['Pongo pygmaeus'],['PRIMATES'],1
100,PREDICT_ArenaV-1,Arenaviridae,new,['Apodemus sp.'],['RODENTIA'],1
101,PREDICT_ArenaV-2,Arenaviridae,new,['Rattus exulans'],['RODENTIA'],1
102,PREDICT_BoV-1,Parvoviridae,new,['Macaca mulatta'],['PRIMATES'],1
103,PREDICT_CoV-1,Coronaviridae,new,['Carollia sowelli' 'Carollia perspicillata' 'Bauerus dubiaquercus'],['CHIROPTERA'],3
104,PREDICT_CoV-10,Coronaviridae,new,['Pteronotus parnellii'],['CHIROPTERA'],1
105,PREDICT_CoV-100,Coronaviridae,new,['Gallus gallus domesticus'],['GALLIFORMES'],1
106,PREDICT_CoV-101,Coronaviridae,new,['Kerivoula hardwickii'],['CHIROPTERA'],1
107,PREDICT_CoV-102,Coronaviridae,new,['Epomophorus gambianus'],['CHIROPTERA'],1
108,PREDICT_CoV-103,Coronaviridae,new,"['Megaderma lyra' 'Cynopterus sphinx' 'Scotophilus cf. kuhlii'
 'Megaderma sp.']",['CHIROPTERA'],4
109,PREDICT_CoV-104,Coronaviridae,new,['Tylonycteris pachypus'],['CHIROPTERA'],1
110,PREDICT_CoV-105,Coronaviridae,new,['Rhinolophus creaghi'],['CHIROPTERA'],1
111,PREDICT_CoV-106,Coronaviridae,new,['Mops condylurus'],['CHIROPTERA'],1
112,PREDICT_CoV-107,Coronaviridae,new,['Myotis ricketti'],['CHIROPTERA'],1
113,PREDICT_CoV-108,Coronaviridae,new,['Rhinolophus pusillus' 'Myotis siligorensis'],['CHIROPTERA'],2
114,PREDICT_CoV-109,Coronaviridae,new,['Rhinolophus cf. alcyone' 'Rhinolophus sp.'],['CHIROPTERA'],2
115,PREDICT_CoV-11,Coronaviridae,new,"['Artibeus phaeotis' 'Pteronotus personatus' 'Artibeus lituratus'
 'Artibeus obscurus']",[nan 'CHIROPTERA'],4
116,PREDICT_CoV-110,Coronaviridae,new,['Rhinolophus cf. creaghi' 'Rhinolophus creaghi'],['CHIROPTERA'],2
117,PREDICT_CoV-111,Coronaviridae,new,['Myotis laniger'],['CHIROPTERA'],1
118,PREDICT_CoV-112,Coronaviridae,new,['Rhinolophus cf. mehelyi'],['CHIROPTERA'],1
119,PREDICT_CoV-113,Coronaviridae,new,['Rhinolophus sp.'],['CHIROPTERA'],1
120,PREDICT_CoV-114,Coronaviridae,new,['Rhinopoma hardwickii' 'Mops midas'],['CHIROPTERA'],2
121,PREDICT_CoV-115,Coronaviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
122,PREDICT_CoV-116,Coronaviridae,new,['Glauconycteris poensis' 'Miniopterus sp.'],['CHIROPTERA'],2
123,PREDICT_CoV-117,Coronaviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
124,PREDICT_CoV-12,Coronaviridae,new,['Anoura caudifer'],['CHIROPTERA'],1
125,PREDICT_CoV-13,Coronaviridae,new,['Lichonycteris obscura' 'Glossophaga soricina'],['CHIROPTERA'],2
126,PREDICT_CoV-14,Coronaviridae,new,['Sturnira lilium'],['CHIROPTERA'],1
127,PREDICT_CoV-15,Coronaviridae,new,['Sturnira lilium' 'Artibeus lituratus'],['CHIROPTERA'],2
128,PREDICT_CoV-16,Coronaviridae,new,"['Pteropus giganteus' 'Pteropus alecto' 'Pteropus cf. alecto'
 'Pteropus lylei']",['CHIROPTERA'],4
129,PREDICT_CoV-17,Coronaviridae,new,"['Pteropus giganteus' 'Chiroptera' 'Pteropus sp.' 'Pteropus lylei'
 'Pteropus cf. lylei']",['CHIROPTERA'],5
130,PREDICT_CoV-18,Coronaviridae,new,['Phyllostomidae'],['CHIROPTERA'],1
131,PREDICT_CoV-19,Coronaviridae,new,['Phyllostomidae'],['CHIROPTERA'],1
132,PREDICT_CoV-2,Coronaviridae,new,['Megaloglossus woermanni'],['CHIROPTERA'],1
133,PREDICT_CoV-20,Coronaviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
134,PREDICT_CoV-21,Coronaviridae,new,['Mops condylurus' 'Triaenops persicus'],['CHIROPTERA'],2
135,PREDICT_CoV-22,Coronaviridae,new,"['Hipposideros lekaguli' 'Macroglossus sp.' 'Eonycteris spelaea'
 'Rousettus leschenaultii']",['CHIROPTERA'],4
136,PREDICT_CoV-23,Coronaviridae,new,['Rousettus sp.' 'Eonycteris spelaea'],['CHIROPTERA'],2
137,PREDICT_CoV-24,Coronaviridae,new,"['Hipposideros lekaguli' 'Pteropus sp.' 'Cynopterus sphinx'
 'Cynopterus brachyotis' 'Cynopterus sp.' 'Megaerops niphanae'
 'Rousettus sp.']",['CHIROPTERA'],7
138,PREDICT_CoV-25,Coronaviridae,new,['Rhinolophus shameli' 'Scotophilus kuhlii'],['CHIROPTERA'],2
139,PREDICT_CoV-26,Coronaviridae,new,['Megaderma lyra'],['CHIROPTERA'],1
140,PREDICT_CoV-27,Coronaviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
141,PREDICT_CoV-28,Coronaviridae,new,['Miniopterus inflatus'],['CHIROPTERA'],1
142,PREDICT_CoV-29,Coronaviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
143,PREDICT_CoV-3,Coronaviridae,new,['Lonchorhina aurita'],['CHIROPTERA'],1
144,PREDICT_CoV-30,Coronaviridae,new,"['Rousettus aegyptiacus' 'Megaloglossus woermanni' 'Epomops franqueti'
 'Mops condylurus']",['CHIROPTERA'],4
145,PREDICT_CoV-32,Coronaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
146,PREDICT_CoV-33,Coronaviridae,new,['Scotophilus nux'],['CHIROPTERA'],1
147,PREDICT_CoV-34,Coronaviridae,new,['Pipistrellus coromandra'],['CHIROPTERA'],1
148,PREDICT_CoV-35,Coronaviridae,new,"['Scotophilus dinganii' 'Scotophilus leucogaster' 'Mops condylurus'
 'Scotophilus kuhlii' 'Chiroptera' 'Pteropus sp.' 'Scotophilus cf. kuhlii'
 'Scotophilus heathii' 'Epomops franqueti' 'Scotophilus nux'
 'Taphozous sp.' 'Scotophilus cf. heathii' 'Myotis sp.']",['CHIROPTERA' nan],13
149,PREDICT_CoV-36,Coronaviridae,new,['Hipposideros bicolor'],['CHIROPTERA'],1
150,PREDICT_CoV-37,Coronaviridae,new,['Myotis ricketti' 'Rhinolophus sinicus' 'Miniopterus schreibersii'],['CHIROPTERA'],3
151,PREDICT_CoV-38,Coronaviridae,new,['Myotis myotis'],['CHIROPTERA'],1
152,PREDICT_CoV-39,Coronaviridae,new,['Rhinolophus affinis'],['CHIROPTERA'],1
153,PREDICT_CoV-4,Coronaviridae,new,"['Artibeus jamaicensis' 'Sturnira lilium' 'Artibeus planirostris'
 'Mesophylla macconnelli']",['CHIROPTERA'],4
154,PREDICT_CoV-40,Coronaviridae,new,['Sturnira erythromos'],['CHIROPTERA'],1
155,PREDICT_CoV-41,Coronaviridae,new,['Chiroptera' 'Chaerephon plicatus'],['CHIROPTERA'],2
156,PREDICT_CoV-42,Coronaviridae,new,['Rhinolophus sp.'],['CHIROPTERA'],1
157,PREDICT_CoV-43,Coronaviridae,new,['Rhinolophus clivosus' 'Hipposideros caffer' 'Rhinolophus sp.'],['CHIROPTERA'],3
158,PREDICT_CoV-44,Coronaviridae,new,"['Hipposideros ruber' 'Rhinolophus sp.' 'Hipposideros caffer'
 'Lissonycteris angolensis']",['CHIROPTERA'],4
159,PREDICT_CoV-45,Coronaviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
160,PREDICT_CoV-46,Coronaviridae,new,['Crocidura sp.' 'Crocidura olivieri'],['EULIPOTYPHLA'],2
161,PREDICT_CoV-47,Coronaviridae,new,['Chiroptera' 'Chaerephon plicatus'],['CHIROPTERA'],2
162,PREDICT_CoV-48,Coronaviridae,new,['Crocidura attenuata'],['EULIPOTYPHLA'],1
163,PREDICT_CoV-49,Coronaviridae,new,['Macaca mulatta'],['PRIMATES'],1
164,PREDICT_CoV-5,Coronaviridae,new,['Bauerus dubiaquercus' 'Artibeus jamaicensis' 'Artibeus lituratus'],['CHIROPTERA'],3
165,PREDICT_CoV-51,Coronaviridae,new,['Rhinolophus creaghi' 'Hipposideros galeritus'],['CHIROPTERA'],2
166,PREDICT_CoV-52,Coronaviridae,new,['Hipposideros diadema' 'Hipposideros cervinus' 'Myotis horsfieldii'],['CHIROPTERA'],3
167,PREDICT_CoV-53,Coronaviridae,new,['Hipposideros larvatus'],['CHIROPTERA'],1
168,PREDICT_CoV-54,Coronaviridae,new,['Hipposideros gigas' 'Hipposideros commersoni'],['CHIROPTERA'],2
169,PREDICT_CoV-55,Coronaviridae,new,['Mastomys sp.' 'Rattus rattus'],['RODENTIA'],2
170,PREDICT_CoV-56,Coronaviridae,new,['Cynopterus sp.' 'Cynopterus sphinx'],['CHIROPTERA'],2
171,PREDICT_CoV-57,Coronaviridae,new,['Pipistrellus pipistrellus' 'Myotis ricketti'],['CHIROPTERA'],2
172,PREDICT_CoV-58,Coronaviridae,new,['Deomys ferrugineus'],['RODENTIA'],1
173,PREDICT_CoV-59,Coronaviridae,new,['Myotis daubentonii'],['CHIROPTERA'],1
174,PREDICT_CoV-6,Coronaviridae,new,['Myotis californicus'],['CHIROPTERA'],1
175,PREDICT_CoV-60,Coronaviridae,new,['Myotis longipes' 'Pipistrellus pipistrellus' 'Myotis laniger'],['CHIROPTERA'],3
176,PREDICT_CoV-61,Coronaviridae,new,['Pipistrellus pipistrellus'],['CHIROPTERA'],1
177,PREDICT_CoV-62,Coronaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
178,PREDICT_CoV-63,Coronaviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
179,PREDICT_CoV-64,Coronaviridae,new,['Mastomys sp.' 'Mus minutoides'],['RODENTIA'],2
180,PREDICT_CoV-65,Coronaviridae,new,"['Rhinolophus clivosus' 'Rhinolophus sp.' 'Rhinolophus cf. mehelyi'
 'Rhinolophus ferrumequinum' 'Miniopterus cf. schreibersii'
 'Rhinolophus cf. euryale' 'Rhinopoma hardwickii']",['CHIROPTERA'],7
181,PREDICT_CoV-66,Coronaviridae,new,['Lissonycteris angolensis' 'Myonycteris torquata'],['CHIROPTERA'],2
182,PREDICT_CoV-67,Coronaviridae,new,"['Pteropus alecto' 'Pteropus sp.' 'Acerodon celebensis'
 'Pteropus cf. alecto' 'Pteropus cf. conspicillatus']",['CHIROPTERA'],5
183,PREDICT_CoV-68,Coronaviridae,new,"['Pteropus alecto' 'Pteropus giganteus' 'Pteropus cf. alecto'
 'Pteropus lylei']",['CHIROPTERA'],4
184,PREDICT_CoV-7,Coronaviridae,new,['Myotis velifer'],['CHIROPTERA'],1
185,PREDICT_CoV-70,Coronaviridae,new,['Rhinolophus clivosus' 'Rhinolophus cf. alcyone'],['CHIROPTERA'],2
186,PREDICT_CoV-71,Coronaviridae,new,['Mus bufo'],['RODENTIA'],1
187,PREDICT_CoV-72,Coronaviridae,new,['Calomys sp.' 'Rattus sp.' 'Oryzomys sp.'],['RODENTIA'],3
188,PREDICT_CoV-73,Coronaviridae,new,['Pteropus alecto' 'Acerodon celebensis' 'Pteropus cf. alecto'],['CHIROPTERA'],3
189,PREDICT_CoV-74,Coronaviridae,new,['Malacomys longipes'],['RODENTIA'],1
190,PREDICT_CoV-75,Coronaviridae,new,['Nandinia binotata'],['CARNIVORA'],1
191,PREDICT_CoV-76,Coronaviridae,new,['Niviventer cremoriventer' 'Hipposideros cervinus'],['RODENTIA' 'CHIROPTERA'],2
192,PREDICT_CoV-77,Coronaviridae,new,['Lissonycteris angolensis'],['CHIROPTERA'],1
193,PREDICT_CoV-78,Coronaviridae,new,"['Rhinolophus creaghi' 'Rhinolophus cf. arcuatus' 'Sundasciurus hippurus'
 'Hipposideros cervinus' 'Rhinolophus cf. creaghi' 'Rattus rattus'
 'Rhinolophus sp.' 'Maxomys whiteheadi' 'Maxomys surifer'
 'Cynopterus brachyotis' 'Sundamys muelleri' 'Rhinolophus acuminatus'
 'Kerivoula pellucida' 'Rhinolophus trifoliatus' 'Leopoldamys sabanus']",['CHIROPTERA' 'RODENTIA'],15
194,PREDICT_CoV-79,Coronaviridae,new,['Rhinolophus pusillus'],['CHIROPTERA'],1
195,PREDICT_CoV-8,Coronaviridae,new,['Tadarida brasiliensis'],['CHIROPTERA'],1
196,PREDICT_CoV-80,Coronaviridae,new,['Rhinolophus cf. creaghi' 'Rhinolophus cf. arcuatus'],['CHIROPTERA'],2
197,PREDICT_CoV-81,Coronaviridae,new,['Hipposideros ruber' 'Hipposideros fuliginosus'],['CHIROPTERA'],2
198,PREDICT_CoV-82,Coronaviridae,new,['Chaerephon plicatus'],['CHIROPTERA'],1
199,PREDICT_CoV-83,Coronaviridae,new,['Acerodon celebensis' 'Pteropus alecto' 'Pteropus cf. alecto'],['CHIROPTERA'],3
200,PREDICT_CoV-84,Coronaviridae,new,['Rhinolophus creaghi'],['CHIROPTERA'],1
201,PREDICT_CoV-85,Coronaviridae,new,['Sylvicapra grimmia'],['CETARTIODACTYLA'],1
202,PREDICT_CoV-86,Coronaviridae,new,['Tylonycteris pachypus'],['CHIROPTERA'],1
203,PREDICT_CoV-87,Coronaviridae,new,['Eonycteris spelaea' 'Nycteris tragata' 'Pipistrellus coromandra'],['CHIROPTERA'],3
204,PREDICT_CoV-88,Coronaviridae,new,['Tylonycteris pachypus'],['CHIROPTERA'],1
205,PREDICT_CoV-89,Coronaviridae,new,['Rhinolophus lepidus'],['CHIROPTERA'],1
206,PREDICT_CoV-9,Coronaviridae,new,['Nyctinomops laticaudatus'],['CHIROPTERA'],1
207,PREDICT_CoV-90,Coronaviridae,new,['Chaerephon pumilus' 'Scotophilus cf. heathii' 'Scotophilus heathii'],['CHIROPTERA'],3
208,PREDICT_CoV-91,Coronaviridae,new,['Rhinolophus sp.'],['CHIROPTERA'],1
209,PREDICT_CoV-92,Coronaviridae,new,['Rhinolophus lepidus' 'Hipposideros larvatus species complex'],['CHIROPTERA'],2
210,PREDICT_CoV-93,Coronaviridae,new,['Hipposideros larvatus species complex'],['CHIROPTERA'],1
211,PREDICT_CoV-94,Coronaviridae,new,['Rattus rattus'],['RODENTIA'],1
212,PREDICT_CoV-95,Coronaviridae,new,['Hipposideros larvatus'],['CHIROPTERA'],1
213,PREDICT_CoV-96,Coronaviridae,new,['Hipposideros larvatus/grandis species complex'],['CHIROPTERA'],1
214,PREDICT_CoV-97,Coronaviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
