,VirusGroup,ViralFamily,VirusStatus,ScientificName,Order,NumberOfAccessions
692,PREDICT_PMV-51,Paramyxoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
693,PREDICT_PMV-53,Paramyxoviridae,new,['Miniopterus magnater' 'Rhinolophus coelophyllus'],['CHIROPTERA'],2
694,PREDICT_PMV-54,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
695,PREDICT_PMV-55,Paramyxoviridae,new,['Rattus rattus'],['RODENTIA'],1
696,PREDICT_PMV-56,Paramyxoviridae,new,['Eidolon helvum'],['CHIROPTERA'],1
697,PREDICT_PMV-57,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
698,PREDICT_PMV-58,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
699,PREDICT_PMV-59,Paramyxoviridae,new,['Taphozous mauritianus'],['CHIROPTERA'],1
700,PREDICT_PMV-6,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus lylei'],['CHIROPTERA'],2
701,PREDICT_PMV-60,Paramyxoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
702,PREDICT_PMV-61,Paramyxoviridae,new,['Eidolon helvum'],['CHIROPTERA'],1
703,PREDICT_PMV-62,Paramyxoviridae,new,['Dobsonia exoleta'],['CHIROPTERA'],1
704,PREDICT_PMV-63,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii' 'Myotis sp.'],[nan 'CHIROPTERA'],3
705,PREDICT_PMV-64,Paramyxoviridae,new,['Mastomys natalensis'],['RODENTIA'],1
706,PREDICT_PMV-65,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
707,PREDICT_PMV-66,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],['CHIROPTERA' nan],2
708,PREDICT_PMV-67,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],[nan 'CHIROPTERA'],2
709,PREDICT_PMV-68,Paramyxoviridae,new,['Hylomyscus stella' 'Malacomys sp.' 'Crocidura sp.'],['RODENTIA' 'EULIPOTYPHLA'],3
710,PREDICT_PMV-69,Paramyxoviridae,new,['Praomys jacksoni'],['RODENTIA'],1
711,PREDICT_PMV-7,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
712,PREDICT_PMV-70,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
713,PREDICT_PMV-71,Paramyxoviridae,new,['Rhinolophus clivosus'],['CHIROPTERA'],1
714,PREDICT_PMV-72,Paramyxoviridae,new,['Rhinolophus creaghi' 'Hipposideros cervinus'],['CHIROPTERA'],2
715,PREDICT_PMV-73,Paramyxoviridae,new,['Hipposideros diadema'],['CHIROPTERA'],1
716,PREDICT_PMV-74,Paramyxoviridae,new,['Hipposideros galeritus' 'Hipposideros cervinus'],['CHIROPTERA'],2
717,PREDICT_PMV-75,Paramyxoviridae,new,['Hipposideros galeritus'],['CHIROPTERA'],1
718,PREDICT_PMV-76,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
719,PREDICT_PMV-77,Paramyxoviridae,new,['Rodentia' 'Oryzomys sp.'],['RODENTIA'],2
720,PREDICT_PMV-78,Paramyxoviridae,new,['Calomys sp.' 'Oryzomys sp.'],['RODENTIA'],2
721,PREDICT_PMV-79,Paramyxoviridae,new,['Hipposideros sp.' 'Hipposideros ruber'],['CHIROPTERA'],2
722,PREDICT_PMV-8,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
723,PREDICT_PMV-80,Paramyxoviridae,new,['Hipposideros gigas'],['CHIROPTERA'],1
724,PREDICT_PMV-81,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
725,PREDICT_PMV-82,Paramyxoviridae,new,['Hipposideros gigas'],['CHIROPTERA'],1
726,PREDICT_PMV-83,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
727,PREDICT_PMV-84,Paramyxoviridae,new,['Rodentia'],['RODENTIA'],1
728,PREDICT_PMV-85,Paramyxoviridae,new,['Pteropus lylei'],['CHIROPTERA'],1
729,PREDICT_PMV-86,Paramyxoviridae,new,['Rattus losea' 'Rattus exulans'],['RODENTIA'],2
730,PREDICT_PMV-87,Paramyxoviridae,new,['Scotophilus sp.'],['CHIROPTERA'],1
731,PREDICT_PMV-88,Paramyxoviridae,new,['Rhinolophus affinis'],['CHIROPTERA'],1
732,PREDICT_PMV-89,Paramyxoviridae,new,['Rhinolophus sinicus'],['CHIROPTERA'],1
733,PREDICT_PMV-9,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
734,PREDICT_PMV-90,Paramyxoviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
735,PREDICT_PMV-91,Paramyxoviridae,new,['Crocidura sp.'],['EULIPOTYPHLA'],1
736,PREDICT_PMV-92,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
737,PREDICT_PMV-93,Paramyxoviridae,new,['Acerodon celebensis'],['CHIROPTERA'],1
738,PREDICT_PMV-94,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
739,PREDICT_PMV-95,Paramyxoviridae,new,['Acerodon celebensis'],['CHIROPTERA'],1
740,PREDICT_PMV-96,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
741,PREDICT_PMV-97,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
742,PREDICT_PMV-98,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
743,PREDICT_PMV-99,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
744,PREDICT_PapV-1,Papillomaviridae,new,['Macaca mulatta'],['PRIMATES'],1
745,PREDICT_PbV-1,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
746,PREDICT_PbV-10,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
747,PREDICT_PbV-100,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
748,PREDICT_PbV-101,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
749,PREDICT_PbV-102,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
750,PREDICT_PbV-103,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
751,PREDICT_PbV-104,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
752,PREDICT_PbV-105,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
753,PREDICT_PbV-106,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
754,PREDICT_PbV-107,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
755,PREDICT_PbV-108,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
756,PREDICT_PbV-109,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
757,PREDICT_PbV-11,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
758,PREDICT_PbV-110,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
759,PREDICT_PbV-111,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
760,PREDICT_PbV-112,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
761,PREDICT_PbV-113,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
762,PREDICT_PbV-114,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
763,PREDICT_PbV-115,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
764,PREDICT_PbV-116,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
765,PREDICT_PbV-117,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
766,PREDICT_PbV-118,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
767,PREDICT_PbV-119,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
768,PREDICT_PbV-12,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
769,PREDICT_PbV-120,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
770,PREDICT_PbV-121,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
771,PREDICT_PbV-13,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
772,PREDICT_PbV-14,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
773,PREDICT_PbV-15,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
774,PREDICT_PbV-16,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
775,PREDICT_PbV-17,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
776,PREDICT_PbV-18,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
777,PREDICT_PbV-19,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
778,PREDICT_PbV-2,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
779,PREDICT_PbV-20,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
780,PREDICT_PbV-21,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
781,PREDICT_PbV-22,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
782,PREDICT_PbV-23,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
783,PREDICT_PbV-24,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
784,PREDICT_PbV-25,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
785,PREDICT_PbV-26,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
786,PREDICT_PbV-27,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
787,PREDICT_PbV-28,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
788,PREDICT_PbV-29,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
789,PREDICT_PbV-3,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
790,PREDICT_PbV-30,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
791,PREDICT_PbV-31,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
792,PREDICT_PbV-32,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
793,PREDICT_PbV-33,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
794,PREDICT_PbV-34,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
795,PREDICT_PbV-35,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
796,PREDICT_PbV-36,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
797,PREDICT_PbV-37,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
798,PREDICT_PbV-38,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
799,PREDICT_PbV-39,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
800,PREDICT_PbV-4,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
801,PREDICT_PbV-40,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
802,PREDICT_PbV-41,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
803,PREDICT_PbV-42,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
804,PREDICT_PbV-43,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
805,PREDICT_PbV-44,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
806,PREDICT_PbV-45,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
807,PREDICT_PbV-46,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
808,PREDICT_PbV-47,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
809,PREDICT_PbV-48,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
810,PREDICT_PbV-49,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
811,PREDICT_PbV-5,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
812,PREDICT_PbV-50,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
813,PREDICT_PbV-51,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
814,PREDICT_PbV-52,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
815,PREDICT_PbV-53,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
816,PREDICT_PbV-54,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
817,PREDICT_PbV-55,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
818,PREDICT_PbV-56,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
819,PREDICT_PbV-57,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
820,PREDICT_PbV-58,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
821,PREDICT_PbV-59,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
822,PREDICT_PbV-6,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
823,PREDICT_PbV-60,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
824,PREDICT_PbV-61,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
825,PREDICT_PbV-62,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
826,PREDICT_PbV-63,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
827,PREDICT_PbV-64,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
828,PREDICT_PbV-65,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
829,PREDICT_PbV-66,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
830,PREDICT_PbV-67,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
831,PREDICT_PbV-68,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
832,PREDICT_PbV-69,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
833,PREDICT_PbV-7,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
834,PREDICT_PbV-70,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
835,PREDICT_PbV-71,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
836,PREDICT_PbV-72,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
837,PREDICT_PbV-73,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
838,PREDICT_PbV-74,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
839,PREDICT_PbV-75,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
840,PREDICT_PbV-76,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
841,PREDICT_PbV-77,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
842,PREDICT_PbV-78,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
843,PREDICT_PbV-79,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
844,PREDICT_PbV-8,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
845,PREDICT_PbV-80,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
846,PREDICT_PbV-81,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
847,PREDICT_PbV-82,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
848,PREDICT_PbV-83,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
849,PREDICT_PbV-84,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
850,PREDICT_PbV-85,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
851,PREDICT_PbV-86,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
852,PREDICT_PbV-87,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
853,PREDICT_PbV-88,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
854,PREDICT_PbV-89,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
855,PREDICT_PbV-9,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
856,PREDICT_PbV-90,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
857,PREDICT_PbV-91,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
858,PREDICT_PbV-92,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
859,PREDICT_PbV-93,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
860,PREDICT_PbV-94,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
861,PREDICT_PbV-95,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
862,PREDICT_PbV-96,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
863,PREDICT_PbV-97,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
864,PREDICT_PbV-98,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
865,PREDICT_PbV-99,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
867,PREDICT_Picorna-1,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
868,PREDICT_Picorna-2,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
869,PREDICT_Picorna-3,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
870,PREDICT_Picorna-4,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
871,PREDICT_PosaV-1,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
872,PREDICT_PosaV-2,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
873,PREDICT_PosaV-3,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
874,PREDICT_PosaV-4,Picornaviridae,new,['Macaca mulatta'],['PRIMATES'],1
875,PREDICT_Pox-1,Poxviridae,new,['Praomys sp.'],['RODENTIA'],1
876,PREDICT_PyV-1,Polyomaviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
877,PREDICT_PyV-10,Polyomaviridae,new,['Rodentia'],['RODENTIA'],1
878,PREDICT_PyV-11,Polyomaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
879,PREDICT_PyV-12,Polyomaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
880,PREDICT_PyV-13,Polyomaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
881,PREDICT_PyV-14,Polyomaviridae,new,"['Hipposideros caffer' 'Rousettus aegyptiacus' 'Nycteris grandis'
 'Hipposideros gigas']",['CHIROPTERA'],4
882,PREDICT_PyV-15,Polyomaviridae,new,['Miniopterus inflatus'],['CHIROPTERA'],1
883,PREDICT_PyV-16,Polyomaviridae,new,['Rousettus aegyptiacus' 'Rhinolophus landeri'],['CHIROPTERA'],2
884,PREDICT_PyV-17,Polyomaviridae,new,['Hipposideros cyclops'],['CHIROPTERA'],1
885,PREDICT_PyV-18,Polyomaviridae,new,['Hypsugo musciculus'],['CHIROPTERA'],1
886,PREDICT_PyV-19,Polyomaviridae,new,['Neoromicia tenuipinnis'],['CHIROPTERA'],1
887,PREDICT_PyV-2,Polyomaviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
888,PREDICT_PyV-20,Polyomaviridae,new,['Nycteris grandis'],['CHIROPTERA'],1
889,PREDICT_PyV-21,Polyomaviridae,new,['Rhinolophus landeri'],['CHIROPTERA'],1
890,PREDICT_PyV-22,Polyomaviridae,new,['Miniopterus inflatus'],['CHIROPTERA'],1
891,PREDICT_PyV-23,Polyomaviridae,new,['Miniopterus inflatus'],['CHIROPTERA'],1
892,PREDICT_PyV-24,Polyomaviridae,new,['Hipposideros caffer' 'Rousettus aegyptiacus' 'Hipposideros gigas'],['CHIROPTERA'],3
893,PREDICT_PyV-25,Polyomaviridae,new,['Hipposideros caffer' 'Hipposideros gigas' 'Coleura afra'],['CHIROPTERA'],3
894,PREDICT_PyV-26,Polyomaviridae,new,['Epomops franqueti' 'Rousettus aegyptiacus'],['CHIROPTERA'],2
895,PREDICT_PyV-27,Polyomaviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
896,PREDICT_PyV-28,Polyomaviridae,new,['Heliosciurus gambianus'],['RODENTIA'],1
897,PREDICT_PyV-29,Polyomaviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
898,PREDICT_PyV-3,Polyomaviridae,new,['Glossophaga soricina'],['CHIROPTERA'],1
899,PREDICT_PyV-30,Polyomaviridae,new,['Thryonomys swinderianus'],['RODENTIA'],1
900,PREDICT_PyV-31,Polyomaviridae,new,['Macaca mulatta'],['PRIMATES'],1
901,PREDICT_PyV-32,Polyomaviridae,new,['Cricetomys sp.'],['RODENTIA'],1
902,PREDICT_PyV-33,Polyomaviridae,new,['Lissonycteris angolensis'],['CHIROPTERA'],1
903,PREDICT_PyV-34,Polyomaviridae,new,['Thryonomys sp.'],['RODENTIA'],1
904,PREDICT_PyV-37,Polyomaviridae,new,['Rodentia'],['RODENTIA'],1
905,PREDICT_PyV-38,Polyomaviridae,new,['Rhinolophus landeri'],['CHIROPTERA'],1
906,PREDICT_PyV-4,Polyomaviridae,new,['Phyllostomidae'],['CHIROPTERA'],1
907,PREDICT_PyV-5,Polyomaviridae,new,['Gorilla beringei beringei'],['PRIMATES'],1
908,PREDICT_PyV-6,Polyomaviridae,new,['Gorilla beringei beringei'],['PRIMATES'],1
909,PREDICT_PyV-7,Polyomaviridae,new,['Gorilla beringei beringei'],['PRIMATES'],1
910,PREDICT_PyV-8,Polyomaviridae,new,['Nycteris major' 'Nycteris grandis'],['CHIROPTERA'],2
911,PREDICT_PyV-9,Polyomaviridae,new,['Rousettus aegyptiacus' 'Hipposideros caffer' 'Hipposideros gigas'],['CHIROPTERA'],3
912,PREDICT_RbdV-1,Rhabdoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
913,PREDICT_RbdV-10,Rhabdoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
914,PREDICT_RbdV-11,Rhabdoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
915,PREDICT_RbdV-12,Rhabdoviridae,new,['Nyctimene cephalotes'],['CHIROPTERA'],1
916,PREDICT_RbdV-13,Rhabdoviridae,new,['Cynopterus brachyotis'],['CHIROPTERA'],1
917,PREDICT_RbdV-14,Rhabdoviridae,new,['Macaca mulatta'],['PRIMATES'],1
918,PREDICT_RbdV-15,Rhabdoviridae,new,['Macaca mulatta' 'Macaca fascicularis' 'Hystrix brachyura'],['PRIMATES' 'RODENTIA'],3
919,PREDICT_RbdV-16,Rhabdoviridae,new,['Rhizomys sp.'],['RODENTIA'],1
920,PREDICT_RbdV-17,Rhabdoviridae,new,['Rhizomys sp.'],['RODENTIA'],1
921,PREDICT_RbdV-18,Rhabdoviridae,new,['Rhizomys sp.'],['RODENTIA'],1
922,PREDICT_RbdV-19,Rhabdoviridae,new,['Rattus sp.'],['RODENTIA'],1
923,PREDICT_RbdV-2,Rhabdoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
924,PREDICT_RbdV-20,Rhabdoviridae,new,['Chiroptera'],[nan 'CHIROPTERA'],1
925,PREDICT_RbdV-21,Rhabdoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],[nan 'CHIROPTERA'],2
926,PREDICT_RbdV-22,Rhabdoviridae,new,['Chiroptera'],[nan],1
927,PREDICT_RbdV-23,Rhabdoviridae,new,['Chiroptera'],[nan],1
928,PREDICT_RbdV-24,Rhabdoviridae,new,['Chiroptera'],[nan],1
929,PREDICT_RbdV-25,Rhabdoviridae,new,['Chiroptera'],[nan],1
930,PREDICT_RbdV-26,Rhabdoviridae,new,['Chiroptera'],[nan],1
931,PREDICT_RbdV-27,Rhabdoviridae,new,['Chiroptera' 'Scotophilus kuhlii' 'Scotophilus cf. kuhlii'],[nan 'CHIROPTERA'],3
932,PREDICT_RbdV-28,Rhabdoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],['CHIROPTERA' nan],2
933,PREDICT_RbdV-29,Rhabdoviridae,new,['Pongo pygmaeus'],['PRIMATES'],1
934,PREDICT_RbdV-3,Rhabdoviridae,new,['Neoromicia brunnea'],['CHIROPTERA'],1
935,PREDICT_RbdV-30,Rhabdoviridae,new,['Cercopithecus mitis'],['PRIMATES'],1
936,PREDICT_RbdV-31,Rhabdoviridae,new,['Scotophilus kuhlii'],['CHIROPTERA'],1
937,PREDICT_RbdV-32,Rhabdoviridae,new,['Scotophilus kuhlii'],['CHIROPTERA'],1
938,PREDICT_RbdV-33,Rhabdoviridae,new,['Scotophilus kuhlii'],['CHIROPTERA'],1
939,PREDICT_RbdV-34,Rhabdoviridae,new,['Scotophilus kuhlii'],['CHIROPTERA'],1
940,PREDICT_RbdV-35,Rhabdoviridae,new,['Scotophilus kuhlii'],['CHIROPTERA'],1
941,PREDICT_RbdV-4,Rhabdoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
942,PREDICT_RbdV-5,Rhabdoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
943,PREDICT_RbdV-6,Rhabdoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
944,PREDICT_RbdV-7,Rhabdoviridae,new,['Cynopterus brachyotis'],['CHIROPTERA'],1
945,PREDICT_RbdV-8,Rhabdoviridae,new,['Lophuromys sp.'],['RODENTIA'],1
946,PREDICT_RbdV-9,Rhabdoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
947,PREDICT_SdV-1,Reoviridae,new,['Scotophilus sp.'],['CHIROPTERA'],1
