,Virus,ScientificName,accession,most_specific_diagnostic_Test,Order,Family,Genus,Species,common_names,viral_family
457,Simian foamy virus,Otolemur crassicaudatus,1,PCR,PRIMATES,GALAGIDAE,Otolemur,crassicaudatus,"Thick-tailed Greater Galago, Thick-tailed Bushbaby, Greater Galago, Large-eared Greater Galago, Greater Bushbaby, Garnett's Greater Galago",Retroviridae
458,Simian foamy virus,Pan paniscus,5,PCR,PRIMATES,HOMINIDAE,Pan,paniscus,"Bonobo, Pygmy Chimpanzee, Gracile Chimpanzee, Dwarf Chimpazee",Retroviridae
459,Simian foamy virus,Pan troglodytes,379,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Robust Chimpanzee, Common Chimpanzee",Retroviridae
460,Simian foamy virus,Papio anubis,13,PCR,PRIMATES,CERCOPITHECIDAE,Papio,anubis,"Olive Baboon, Anubis Baboon",Retroviridae
461,Simian foamy virus,Papio cynocephalus,15,PCR,PRIMATES,CERCOPITHECIDAE,Papio,cynocephalus,Yellow Baboon,Retroviridae
462,Simian foamy virus,Papio hamadryas,2,PCR,PRIMATES,CERCOPITHECIDAE,Papio,hamadryas,"Hamadryas Baboon, Sacred Baboon",Retroviridae
463,Simian foamy virus,Papio papio,3,PCR,PRIMATES,CERCOPITHECIDAE,Papio,papio,Guinea Baboon,Retroviridae
464,Simian foamy virus,Papio ursinus,11,PCR,PRIMATES,CERCOPITHECIDAE,Papio,ursinus,Chacma Baboon,Retroviridae
465,Simian foamy virus,Piliocolobus badius,25,PCR,PRIMATES,CERCOPITHECIDAE,Piliocolobus,badius,"Upper Guinea Red Colobus, Western Red Colobus, Bay Colobus, Upper Guinea Bay Colobus",Retroviridae
466,Simian foamy virus,Piliocolobus tephrosceles,7,PCR,PRIMATES,CERCOPITHECIDAE,Piliocolobus,tephrosceles,"Ashy Red Colobus, Uganda Red Colobus",Retroviridae
467,Simian foamy virus,Pithecia pithecia,3,PCR,PRIMATES,PITHECIIDAE,Pithecia,pithecia,White-faced Saki,Retroviridae
468,Simian foamy virus,Pongo pygmaeus,28,PCR,PRIMATES,HOMINIDAE,Pongo,pygmaeus,Bornean Orangutan,Retroviridae
469,Simian foamy virus,Procolobus badius,1,PCR,PRIMATES,CERCOPITHECIDAE,Procolobus,badius,,Retroviridae
470,Simian foamy virus,Pygathrix nemaeus,1,PCR,PRIMATES,CERCOPITHECIDAE,Pygathrix,nemaeus,"Red-shanked Douc Langur, Red-shanked Douc",Retroviridae
471,Simian foamy virus,Saimiri boliviensis,6,PCR,PRIMATES,CEBIDAE,Saimiri,boliviensis,"Bolivian/peruvian Squirrel Monkey, Bolivian Squirrel Monkey, Black-headed Squirrel Monkey",Retroviridae
472,Simian foamy virus,Saimiri sciureus,3,PCR,PRIMATES,CEBIDAE,Saimiri,sciureus,"Common Squirrel Monkey, South American Squirrel Monkey",Retroviridae
473,Simian foamy virus,Saimiri ustus,1,PCR,PRIMATES,CEBIDAE,Saimiri,ustus,"Golden-backed Squirrel Monkey, Bare-eared Squirrel Monkey, Golden-backed Squirel Monkey",Retroviridae
474,Simian foamy virus,Sapajus robustus,3,PCR,PRIMATES,CEBIDAE,Sapajus,robustus,"Crested Capuchin, Robust Tufted Capuchin",Retroviridae
475,Simian foamy virus,Sapajus xanthosternos,7,PCR,PRIMATES,CEBIDAE,Sapajus,xanthosternos,"Buff-headed Capuchin, Golden-bellied Capuchin, Yellow-breasted Capuchin",Retroviridae
476,Simian foamy virus,Theropithecus gelada,2,PCR,PRIMATES,CERCOPITHECIDAE,Theropithecus,gelada,"Gelada, Gelada Baboon",Retroviridae
477,Simian foamy virus,Trachypithecus francoisi,1,PCR,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,"Franois's Langur, Franois's Leaf Monkey, Francois's Langur, Tonkin Langur, , Tonkin Leaf Monkey",Retroviridae
478,Simian immunodeficiency virus,Cercocebus agilis,1,PCR,PRIMATES,CERCOPITHECIDAE,Cercocebus,agilis,Agile Mangabey,Retroviridae
479,Simian immunodeficiency virus,Cercocebus atys,177,PCR,PRIMATES,CERCOPITHECIDAE,Cercocebus,atys,Sooty Mangabey,Retroviridae
480,Simian immunodeficiency virus,Cercocebus torquatus,2,PCR,PRIMATES,CERCOPITHECIDAE,Cercocebus,torquatus,"Red-capped Mangabey, White-collared Mangabey, Red-crowned Mangabey, Sooty Mangabey, Collared Mangabey",Retroviridae
481,Simian immunodeficiency virus,Cercopithecus albogularis,4,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,albogularis,,Retroviridae
482,Simian immunodeficiency virus,Cercopithecus cephus,3,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,cephus,"Moustached Monkey, Mustached Monkey, Moustached Guenon",Retroviridae
483,Simian immunodeficiency virus,Cercopithecus lhoesti,3,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,lhoesti,,Retroviridae
484,Simian immunodeficiency virus,Cercopithecus mona,2,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,mona,"Mona Monkey, Mona Guenon",Retroviridae
485,Simian immunodeficiency virus,Cercopithecus neglectus,13,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,neglectus,"De Brazza's Monkey, De Brazza's Guenon",Retroviridae
486,Simian immunodeficiency virus,Cercopithecus nictitans,3,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,nictitans,"Putty-nosed Monkey, Spot-nosed Guenon, Greater White-nosed Monkey, Greater Spot-nosed Guenon, Greater Spot-nosed Monkey, White-nosed Guenon",Retroviridae
487,Simian immunodeficiency virus,Cercopithecus solatus,1,PCR,PRIMATES,CERCOPITHECIDAE,Cercopithecus,solatus,,Retroviridae
488,Simian immunodeficiency virus,Chlorocebus pygerythrus,2,PCR,PRIMATES,CERCOPITHECIDAE,Chlorocebus,pygerythrus,"Vervet Monkey, Vervet",Retroviridae
489,Simian immunodeficiency virus,Chlorocebus sabaeus,2,PCR,PRIMATES,CERCOPITHECIDAE,Chlorocebus,sabaeus,"Green Monkey, Western Green Monkey",Retroviridae
490,Simian immunodeficiency virus,Chlorocebus tantalus,1,PCR,PRIMATES,CERCOPITHECIDAE,Chlorocebus,tantalus,Tantalus Monkey,Retroviridae
491,Simian immunodeficiency virus,Colobus guereza,3,PCR,PRIMATES,CERCOPITHECIDAE,Colobus,guereza,"Guereza, Magistrate Colobus, Eastern Black-and-white Colobus",Retroviridae
492,Simian immunodeficiency virus,Lophocebus aterrimus,1,PCR,PRIMATES,CERCOPITHECIDAE,Lophocebus,aterrimus,"Black Mangabey, Black Crested Mangabey",Retroviridae
493,Simian immunodeficiency virus,Macaca arctoides,1,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,arctoides,"Stump-tailed Macaque, Stumptail Macaque, Bear Macaque",Retroviridae
494,Simian immunodeficiency virus,Macaca fascicularis,1,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,fascicularis,"Nicobar Crab-eating Macaque, Nicobar Cynomolgus Monkey, Nicobar Long-tailed Macaque",Retroviridae
495,Simian immunodeficiency virus,Macaca mulatta,631,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,"Rhesus Monkey, Rhesus Macaque",Retroviridae
496,Simian immunodeficiency virus,Macaca nemestrina,304,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,nemestrina,"Southern Pig-tailed Macaque, Sundaland Pigtail Macaque, Pig-tailed Macaque, Pigtail Macaque, Sunda Pig-tailed Macaque",Retroviridae
497,Simian immunodeficiency virus,Mandrillus sphinx,18,PCR,PRIMATES,CERCOPITHECIDAE,Mandrillus,sphinx,Mandrill,Retroviridae
498,Simian immunodeficiency virus,Miopithecus ogouensis,7,PCR,PRIMATES,CERCOPITHECIDAE,Miopithecus,ogouensis,"Northern Talapoin Monkey, Gabon Talapoin",Retroviridae
499,Simian immunodeficiency virus,Pan troglodytes,23,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Robust Chimpanzee, Common Chimpanzee",Retroviridae
500,Sin Nombre orthohantavirus,Homo sapiens,7,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Hantaviridae
501,Sin Nombre orthohantavirus,Peromyscus californicus,1,PCR,RODENTIA,CRICETIDAE,Peromyscus,californicus,California Mouse,Hantaviridae
502,Sin Nombre orthohantavirus,Peromyscus eremicus,1,PCR,RODENTIA,CRICETIDAE,Peromyscus,eremicus,Cactus Mouse,Hantaviridae
503,Sin Nombre orthohantavirus,Peromyscus leucopus,5,PCR,RODENTIA,CRICETIDAE,Peromyscus,leucopus,White-footed Mouse,Hantaviridae
504,Sin Nombre orthohantavirus,Peromyscus maniculatus,36,PCR,RODENTIA,CRICETIDAE,Peromyscus,maniculatus,"North American Deermouse, Deer Mouse",Hantaviridae
505,Sin Nombre orthohantavirus,Peromyscus truei,1,PCR,RODENTIA,CRICETIDAE,Peromyscus,truei,Pinyon Mouse,Hantaviridae
506,Sindbis virus,Corvus cornix,1,PCR,PASSERIFORMES,CORVIDAE,Corvus,cornix,,Togaviridae
507,Sindbis virus,Homo sapiens,6,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Togaviridae
508,Sindbis virus,Mesocricetus auratus,25,PCR,RODENTIA,CRICETIDAE,Mesocricetus,auratus,Golden Hamster,Togaviridae
509,Sindbis virus,Motacilla alba,1,PCR,PASSERIFORMES,MOTACILLIDAE,Motacilla,alba,"White Wagtail, Pied Wagtail and White Wagtail",Togaviridae
510,Swine vesicular disease virus,Sus scrofa domesticus,33,PCR,CETARTIODACTYLA,SUIDAE,Sus,scrofa domesticus,,Picornaviridae
511,Tahyna virus,Homo sapiens,2,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Peribunyaviridae
512,Tai Forest ebolavirus,Homo sapiens,3,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Filoviridae
513,Tai Forest ebolavirus,Homo sapiens,3,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Filoviridae
514,Thottapalayam orthohantavirus,Suncus murinus,65,PCR,EULIPOTYPHLA,SORICIDAE,Suncus,murinus,"House Shrew, Asian House Shrew",Hantaviridae
515,Tioman virus,Pteropus hypomelanus,2,PCR,CHIROPTERA,PTEROPODIDAE,Pteropus,hypomelanus,"Island Flying Fox, Variable Flying-fox, Small Flying-fox, Variable Flying Fox",Paramyxoviridae
516,Tonto creek virus,Neotoma albigula,8,PCR,RODENTIA,CRICETIDAE,Neotoma,albigula,White-throated Woodrat,Arenaviridae
517,Torque teno virus,Anas platyrhynchos,6,PCR,ANSERIFORMES,ANATIDAE,Anas,platyrhynchos,"Mallard, Northern Mallard, Common Mallard",Anelloviridae
518,Torque teno virus,Aotus trivirgatus,7,PCR,PRIMATES,AOTIDAE,Aotus,trivirgatus,"Northern Night Monkey, Three-striped Gray Night Monkey, Douroucouli, Northern Owl Monkey, Owl Monkey, Night Monkey, Three-striped Night Monkey",Anelloviridae
519,Torque teno virus,Bos taurus,16,PCR,CETARTIODACTYLA,BOVIDAE,Bos,taurus,,Anelloviridae
520,Torque teno virus,Gallus gallus domesticus,4,PCR,GALLIFORMES,PHASIANIDAE,Gallus,gallus domesticus,,Anelloviridae
521,Torque teno virus,Homo sapiens,1137,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Anelloviridae
522,Torque teno virus,Macaca fascicularis,3,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,fascicularis,"Nicobar Crab-eating Macaque, Nicobar Cynomolgus Monkey, Nicobar Long-tailed Macaque",Anelloviridae
523,Torque teno virus,Macaca fuscata,11,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,fuscata,Japanese Macaque,Anelloviridae
524,Torque teno virus,Ovis aries,6,PCR,CETARTIODACTYLA,BOVIDAE,Ovis,aries,,Anelloviridae
525,Torque teno virus,Pan troglodytes,225,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Robust Chimpanzee, Common Chimpanzee",Anelloviridae
526,Torque teno virus,Saguinus labiatus,8,PCR,PRIMATES,CALLITRICHIDAE,Saguinus,labiatus,"Red-chested Mustached Tamarin, Red-bellied Tamarin",Anelloviridae
527,Torque teno virus,Saguinus oedipus,6,PCR,PRIMATES,CALLITRICHIDAE,Saguinus,oedipus,"Cotton-headed Tamarin, Cotton-top Tamarin",Anelloviridae
528,Torque teno virus,Sus scrofa,16,PCR,CETARTIODACTYLA,SUIDAE,Sus,scrofa,"Wild Boar, Eurasian Wild Pig, Ryukyu Islands Wild Pig",Anelloviridae
529,Torque teno virus,Sus scrofa domesticus,218,PCR,CETARTIODACTYLA,SUIDAE,Sus,scrofa domesticus,,Anelloviridae
530,Torque teno virus,Tupaia belangeri chinensis,5,PCR,SCANDENTIA,TUPAIIDAE,Tupaia,belangeri chinensis,,Anelloviridae
531,Toscana virus,Canis lupus familiaris,3,PCR,CARNIVORA,CANIDAE,Canis,lupus familiaris,,Phenuiviridae
532,Toscana virus,Homo sapiens,112,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Phenuiviridae
533,Toscana virus,Pipistrellus kuhlii,1,PCR,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,kuhlii,Kuhl's Pipistrelle,Phenuiviridae
534,Usutu virus,Alectoris rufa,1,PCR,GALLIFORMES,PHASIANIDAE,Alectoris,rufa,Red-legged Partridge,Flaviviridae
535,Usutu virus,Asio otus,2,PCR,STRIGIFORMES,STRIGIDAE,Asio,otus,Northern Long-eared Owl,Flaviviridae
536,Usutu virus,Caprimulgus europaeus,2,PCR,CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,europaeus,"European Nightjar, Nightjar, European Nightjar",Flaviviridae
537,Usutu virus,Garrulus glandarius,1,PCR,PASSERIFORMES,CORVIDAE,Garrulus,glandarius,"Eurasian Jay, Jay",Flaviviridae
538,Usutu virus,Homo sapiens,5,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
539,Usutu virus,Parus caeruleus,1,PCR,PASSERIFORMES,PARIDAE,Parus,caeruleus,Blue Tit,Flaviviridae
540,Usutu virus,Parus major,1,PCR,PASSERIFORMES,PARIDAE,Parus,major,Great Tit,Flaviviridae
541,Usutu virus,Passer domesticus,1,PCR,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,Flaviviridae
542,Usutu virus,Pica pica,1,PCR,PASSERIFORMES,CORVIDAE,Pica,pica,"Black-billed Magpie, Eurasian Magpie, Common Magpie, Magpie",Flaviviridae
543,Usutu virus,Pipistrellus pipistrellus,2,PCR,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pipistrellus,Common Pipistrelle,Flaviviridae
544,Usutu virus,Sitta europaea,1,PCR,PASSERIFORMES,SITTIDAE,Sitta,europaea,"Wood Nuthatch, Nuthatch, Eurasian Nuthatch",Flaviviridae
545,Usutu virus,Streptopelia decaocto,1,PCR,COLUMBIFORMES,COLUMBIDAE,Streptopelia,decaocto,"Eurasian Collared-dove, Collared Dove",Flaviviridae
546,Usutu virus,Strix nebulosa,2,PCR,STRIGIFORMES,STRIGIDAE,Strix,nebulosa,"Great Grey Owl, Great Gray Owl",Flaviviridae
547,Usutu virus,Sturnus vulgaris,1,PCR,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,"Common Starling, Starling, European Starling",Flaviviridae
548,Usutu virus,Turdus merula,94,PCR,PASSERIFORMES,TURDIDAE,Turdus,merula,"Eurasian Blackbird, Common Blackbird, Blackbird",Flaviviridae
549,Usutu virus,Turdus philomelos,2,PCR,PASSERIFORMES,TURDIDAE,Turdus,philomelos,Song Thrush,Flaviviridae
550,Wesselsbron virus,Desmodillus auricularis,1,PCR,RODENTIA,MURIDAE,Desmodillus,auricularis,Cape Short-eared Gerbil,Flaviviridae
551,Wesselsbron virus,Equus caballus,5,PCR,PERISSODACTYLA,EQUIDAE,Equus,caballus,,Flaviviridae
552,Wesselsbron virus,Homo sapiens,9,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
553,Wesselsbron virus,Ovis aries,5,PCR,CETARTIODACTYLA,BOVIDAE,Ovis,aries,,Flaviviridae
554,West Nile virus,Accipiter cooperii,2,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,cooperii,Cooper's Hawk,Flaviviridae
555,West Nile virus,Accipiter cooperii,2,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,cooperii,Cooper's Hawk,Flaviviridae
556,West Nile virus,Accipiter gentilis,11,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,gentilis,"Northern Goshawk, Eurasian Goshawk, Goshawk",Flaviviridae
557,West Nile virus,Accipiter gentilis,11,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,gentilis,"Northern Goshawk, Eurasian Goshawk, Goshawk",Flaviviridae
558,West Nile virus,Accipiter nisus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,nisus,"Eurasian Sparrowhawk, Sparrowhawk, European Sparrowhawk",Flaviviridae
559,West Nile virus,Accipiter nisus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,nisus,"Eurasian Sparrowhawk, Sparrowhawk, European Sparrowhawk",Flaviviridae
560,West Nile virus,Accipiter striatus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,striatus,Sharp-shinned Hawk,Flaviviridae
561,West Nile virus,Accipiter striatus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,striatus,Sharp-shinned Hawk,Flaviviridae
562,West Nile virus,Actitis macularius,1,PCR,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,Spotted Sandpiper,Flaviviridae
563,West Nile virus,Actitis macularius,1,PCR,CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,Spotted Sandpiper,Flaviviridae
564,West Nile virus,Aegypius monachus,5,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aegypius,monachus,"Cinereous Vulture, Eurasian Black Vulture, Black Vulture",Flaviviridae
565,West Nile virus,Aegypius monachus,5,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aegypius,monachus,"Cinereous Vulture, Eurasian Black Vulture, Black Vulture",Flaviviridae
566,West Nile virus,Agelaius phoeniceus,1,PCR,PASSERIFORMES,ICTERIDAE,Agelaius,phoeniceus,Red-winged Blackbird,Flaviviridae
567,West Nile virus,Agelaius phoeniceus,1,PCR,PASSERIFORMES,ICTERIDAE,Agelaius,phoeniceus,Red-winged Blackbird,Flaviviridae
568,West Nile virus,Anas platyrhynchos,2,PCR,ANSERIFORMES,ANATIDAE,Anas,platyrhynchos,"Mallard, Northern Mallard, Common Mallard",Flaviviridae
569,West Nile virus,Anas platyrhynchos,2,PCR,ANSERIFORMES,ANATIDAE,Anas,platyrhynchos,"Mallard, Northern Mallard, Common Mallard",Flaviviridae
570,West Nile virus,Anser anser,5,PCR,ANSERIFORMES,ANATIDAE,Anser,anser,Greylag Goose,Flaviviridae
571,West Nile virus,Anser anser,5,PCR,ANSERIFORMES,ANATIDAE,Anser,anser,Greylag Goose,Flaviviridae
572,West Nile virus,Aquila adalberti,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,adalberti,"Spanish Imperial Eagle, Adalbert's Eagle, Spanish Eagle",Flaviviridae
573,West Nile virus,Aquila adalberti,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,adalberti,"Spanish Imperial Eagle, Adalbert's Eagle, Spanish Eagle",Flaviviridae
574,West Nile virus,Aquila chrysaetos,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,chrysaetos,Golden Eagle,Flaviviridae
575,West Nile virus,Aquila chrysaetos,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,chrysaetos,Golden Eagle,Flaviviridae
576,West Nile virus,Aquila fasciata,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,fasciata,Bonelli's Eagle,Flaviviridae
577,West Nile virus,Aquila fasciata,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Aquila,fasciata,Bonelli's Eagle,Flaviviridae
578,West Nile virus,Ardea herodias,1,PCR,PELECANIFORMES,ARDEIDAE,Ardea,herodias,Great Blue Heron,Flaviviridae
579,West Nile virus,Ardea herodias,1,PCR,PELECANIFORMES,ARDEIDAE,Ardea,herodias,Great Blue Heron,Flaviviridae
580,West Nile virus,Asio flammeus,1,PCR,STRIGIFORMES,STRIGIDAE,Asio,flammeus,Short-eared Owl,Flaviviridae
581,West Nile virus,Asio flammeus,1,PCR,STRIGIFORMES,STRIGIDAE,Asio,flammeus,Short-eared Owl,Flaviviridae
582,West Nile virus,Athene noctua,2,PCR,STRIGIFORMES,STRIGIDAE,Athene,noctua,Little Owl,Flaviviridae
583,West Nile virus,Athene noctua,2,PCR,STRIGIFORMES,STRIGIDAE,Athene,noctua,Little Owl,Flaviviridae
584,West Nile virus,Baeolophus bicolor,1,PCR,PASSERIFORMES,PARIDAE,Baeolophus,bicolor,Tufted Titmouse,Flaviviridae
585,West Nile virus,Baeolophus bicolor,1,PCR,PASSERIFORMES,PARIDAE,Baeolophus,bicolor,Tufted Titmouse,Flaviviridae
586,West Nile virus,Bonasa umbellus,1,PCR,GALLIFORMES,PHASIANIDAE,Bonasa,umbellus,Ruffed Grouse,Flaviviridae
587,West Nile virus,Bonasa umbellus,1,PCR,GALLIFORMES,PHASIANIDAE,Bonasa,umbellus,Ruffed Grouse,Flaviviridae
588,West Nile virus,Branta canadensis,5,PCR,ANSERIFORMES,ANATIDAE,Branta,canadensis,Canada Goose,Flaviviridae
589,West Nile virus,Branta canadensis,5,PCR,ANSERIFORMES,ANATIDAE,Branta,canadensis,Canada Goose,Flaviviridae
590,West Nile virus,Bubo virginianus,16,PCR,STRIGIFORMES,STRIGIDAE,Bubo,virginianus,Great Horned Owl,Flaviviridae
591,West Nile virus,Bubo virginianus,16,PCR,STRIGIFORMES,STRIGIDAE,Bubo,virginianus,Great Horned Owl,Flaviviridae
592,West Nile virus,Bubulcus ibis,3,PCR,PELECANIFORMES,ARDEIDAE,Bubulcus,ibis,Cattle Egret,Flaviviridae
593,West Nile virus,Bubulcus ibis,3,PCR,PELECANIFORMES,ARDEIDAE,Bubulcus,ibis,Cattle Egret,Flaviviridae
594,West Nile virus,Buteo jamaicensis,10,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,jamaicensis,Red-tailed Hawk,Flaviviridae
595,West Nile virus,Buteo jamaicensis,10,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,jamaicensis,Red-tailed Hawk,Flaviviridae
596,West Nile virus,Buteo lineatus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lineatus,Red-shouldered Hawk,Flaviviridae
597,West Nile virus,Buteo lineatus,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,lineatus,Red-shouldered Hawk,Flaviviridae
598,West Nile virus,Buteo regalis,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,regalis,Ferruginous Hawk,Flaviviridae
599,West Nile virus,Buteo regalis,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,regalis,Ferruginous Hawk,Flaviviridae
600,West Nile virus,Buteo swainsoni,2,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,swainsoni,Swainson's Hawk,Flaviviridae
601,West Nile virus,Buteo swainsoni,2,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,swainsoni,Swainson's Hawk,Flaviviridae
602,West Nile virus,Butorides virescens,1,PCR,PELECANIFORMES,ARDEIDAE,Butorides,virescens,,Flaviviridae
603,West Nile virus,Butorides virescens,1,PCR,PELECANIFORMES,ARDEIDAE,Butorides,virescens,,Flaviviridae
604,West Nile virus,Calidris alba,1,PCR,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,Sanderling,Flaviviridae
