,Virus,ScientificName,accession,most_specific_diagnostic_Test,Order,Family,Genus,Species,common_names,viral_family
605,West Nile virus,Calidris alba,1,PCR,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,Sanderling,Flaviviridae
606,West Nile virus,Camelus dromedarius,1,PCR,CETARTIODACTYLA,CAMELIDAE,Camelus,dromedarius,,Flaviviridae
607,West Nile virus,Camelus dromedarius,1,PCR,CETARTIODACTYLA,CAMELIDAE,Camelus,dromedarius,,Flaviviridae
608,West Nile virus,Canis lupus familiaris,1,PCR,CARNIVORA,CANIDAE,Canis,lupus familiaris,,Flaviviridae
609,West Nile virus,Canis lupus familiaris,1,PCR,CARNIVORA,CANIDAE,Canis,lupus familiaris,,Flaviviridae
610,West Nile virus,Cardinalis cardinalis,3,PCR,PASSERIFORMES,CARDINALIDAE,Cardinalis,cardinalis,Northern Cardinal,Flaviviridae
611,West Nile virus,Cardinalis cardinalis,3,PCR,PASSERIFORMES,CARDINALIDAE,Cardinalis,cardinalis,Northern Cardinal,Flaviviridae
612,West Nile virus,Carduelis tristis,1,PCR,PASSERIFORMES,FRINGILLIDAE,Carduelis,tristis,American Goldfinch,Flaviviridae
613,West Nile virus,Carduelis tristis,1,PCR,PASSERIFORMES,FRINGILLIDAE,Carduelis,tristis,American Goldfinch,Flaviviridae
614,West Nile virus,Carpodacus mexicanus,10,PCR,PASSERIFORMES,FRINGILLIDAE,Carpodacus,mexicanus,House Finch,Flaviviridae
615,West Nile virus,Carpodacus mexicanus,10,PCR,PASSERIFORMES,FRINGILLIDAE,Carpodacus,mexicanus,House Finch,Flaviviridae
616,West Nile virus,Charadrius melodus,2,PCR,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,melodus,Piping Plover,Flaviviridae
617,West Nile virus,Charadrius melodus,2,PCR,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,melodus,Piping Plover,Flaviviridae
618,West Nile virus,Colaptes auratus,3,PCR,PICIFORMES,PICIDAE,Colaptes,auratus,"Yellow-shafted Flicker, Northern Flicker",Flaviviridae
619,West Nile virus,Colaptes auratus,3,PCR,PICIFORMES,PICIDAE,Colaptes,auratus,"Yellow-shafted Flicker, Northern Flicker",Flaviviridae
620,West Nile virus,Columba livia domestica,3,PCR,COLUMBIFORMES,COLUMBIDAE,Columba,livia domestica,,Flaviviridae
621,West Nile virus,Columba livia domestica,3,PCR,COLUMBIFORMES,COLUMBIDAE,Columba,livia domestica,,Flaviviridae
622,West Nile virus,Coragyps atratus,1,PCR,CATHARTIFORMES,CATHARTIDAE,Coragyps,atratus,American Black Vulture,Flaviviridae
623,West Nile virus,Coragyps atratus,1,PCR,CATHARTIFORMES,CATHARTIDAE,Coragyps,atratus,American Black Vulture,Flaviviridae
624,West Nile virus,Corvus brachyrhynchos,638,PCR,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,American Crow,Flaviviridae
625,West Nile virus,Corvus brachyrhynchos,638,PCR,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,American Crow,Flaviviridae
626,West Nile virus,Corvus corax,3,PCR,PASSERIFORMES,CORVIDAE,Corvus,corax,"Common Raven, Northern Raven, Raven",Flaviviridae
627,West Nile virus,Corvus corax,3,PCR,PASSERIFORMES,CORVIDAE,Corvus,corax,"Common Raven, Northern Raven, Raven",Flaviviridae
628,West Nile virus,Corvus cornix,8,PCR,PASSERIFORMES,CORVIDAE,Corvus,cornix,,Flaviviridae
629,West Nile virus,Corvus cornix,8,PCR,PASSERIFORMES,CORVIDAE,Corvus,cornix,,Flaviviridae
630,West Nile virus,Corvus corone,7,PCR,PASSERIFORMES,CORVIDAE,Corvus,corone,Carrion Crow,Flaviviridae
631,West Nile virus,Corvus corone,7,PCR,PASSERIFORMES,CORVIDAE,Corvus,corone,Carrion Crow,Flaviviridae
632,West Nile virus,Corvus frugilegus,3,PCR,PASSERIFORMES,CORVIDAE,Corvus,frugilegus,Rook,Flaviviridae
633,West Nile virus,Corvus frugilegus,3,PCR,PASSERIFORMES,CORVIDAE,Corvus,frugilegus,Rook,Flaviviridae
634,West Nile virus,Corvus ossifragus,5,PCR,PASSERIFORMES,CORVIDAE,Corvus,ossifragus,Fish Crow,Flaviviridae
635,West Nile virus,Corvus ossifragus,5,PCR,PASSERIFORMES,CORVIDAE,Corvus,ossifragus,Fish Crow,Flaviviridae
636,West Nile virus,Cyanocitta cristata,202,PCR,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,Blue Jay,Flaviviridae
637,West Nile virus,Cyanocitta cristata,202,PCR,PASSERIFORMES,CORVIDAE,Cyanocitta,cristata,Blue Jay,Flaviviridae
638,West Nile virus,Cygnus buccinator,1,PCR,ANSERIFORMES,ANATIDAE,Cygnus,buccinator,Trumpeter Swan,Flaviviridae
639,West Nile virus,Cygnus buccinator,1,PCR,ANSERIFORMES,ANATIDAE,Cygnus,buccinator,Trumpeter Swan,Flaviviridae
640,West Nile virus,Dumetella carolinensis,1,PCR,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,"Grey Catbird, Gray Catbird",Flaviviridae
641,West Nile virus,Dumetella carolinensis,1,PCR,PASSERIFORMES,MIMIDAE,Dumetella,carolinensis,"Grey Catbird, Gray Catbird",Flaviviridae
642,West Nile virus,Equus caballus,72,PCR,PERISSODACTYLA,EQUIDAE,Equus,caballus,,Flaviviridae
643,West Nile virus,Equus caballus,72,PCR,PERISSODACTYLA,EQUIDAE,Equus,caballus,,Flaviviridae
644,West Nile virus,Euphagus cyanocephalus,1,PCR,PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,Brewer's Blackbird,Flaviviridae
645,West Nile virus,Euphagus cyanocephalus,1,PCR,PASSERIFORMES,ICTERIDAE,Euphagus,cyanocephalus,Brewer's Blackbird,Flaviviridae
646,West Nile virus,Falco columbarius,1,PCR,FALCONIFORMES,FALCONIDAE,Falco,columbarius,Merlin,Flaviviridae
647,West Nile virus,Falco columbarius,1,PCR,FALCONIFORMES,FALCONIDAE,Falco,columbarius,Merlin,Flaviviridae
648,West Nile virus,Falco punctatus,1,PCR,FALCONIFORMES,FALCONIDAE,Falco,punctatus,Mauritius Kestrel,Flaviviridae
649,West Nile virus,Falco punctatus,1,PCR,FALCONIFORMES,FALCONIDAE,Falco,punctatus,Mauritius Kestrel,Flaviviridae
650,West Nile virus,Falco sparverius,5,PCR,FALCONIFORMES,FALCONIDAE,Falco,sparverius,American Kestrel,Flaviviridae
651,West Nile virus,Falco sparverius,5,PCR,FALCONIFORMES,FALCONIDAE,Falco,sparverius,American Kestrel,Flaviviridae
652,West Nile virus,Gallus gallus,13,PCR,GALLIFORMES,PHASIANIDAE,Gallus,gallus,Red Junglefowl,Flaviviridae
653,West Nile virus,Gallus gallus,13,PCR,GALLIFORMES,PHASIANIDAE,Gallus,gallus,Red Junglefowl,Flaviviridae
654,West Nile virus,Gallus gallus domesticus,3,PCR,GALLIFORMES,PHASIANIDAE,Gallus,gallus domesticus,,Flaviviridae
655,West Nile virus,Gallus gallus domesticus,3,PCR,GALLIFORMES,PHASIANIDAE,Gallus,gallus domesticus,,Flaviviridae
656,West Nile virus,Garrulus glandarius,6,PCR,PASSERIFORMES,CORVIDAE,Garrulus,glandarius,"Eurasian Jay, Jay",Flaviviridae
657,West Nile virus,Garrulus glandarius,6,PCR,PASSERIFORMES,CORVIDAE,Garrulus,glandarius,"Eurasian Jay, Jay",Flaviviridae
658,West Nile virus,Gymnogyps californianus,1,PCR,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,californianus,California Condor,Flaviviridae
659,West Nile virus,Gymnogyps californianus,1,PCR,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,californianus,California Condor,Flaviviridae
660,West Nile virus,Haliaeetus albicilla,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus,albicilla,"White-tailed Sea-eagle, Grey Sea Eagle",Flaviviridae
661,West Nile virus,Haliaeetus albicilla,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus,albicilla,"White-tailed Sea-eagle, Grey Sea Eagle",Flaviviridae
662,West Nile virus,Haliaeetus leucocephalus,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus,leucocephalus,Bald Eagle,Flaviviridae
663,West Nile virus,Haliaeetus leucocephalus,4,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Haliaeetus,leucocephalus,Bald Eagle,Flaviviridae
664,West Nile virus,Homo sapiens,537,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
665,West Nile virus,Homo sapiens,537,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
666,West Nile virus,Hylocichla mustelina,1,PCR,PASSERIFORMES,TURDIDAE,Hylocichla,mustelina,Wood Thrush,Flaviviridae
667,West Nile virus,Hylocichla mustelina,1,PCR,PASSERIFORMES,TURDIDAE,Hylocichla,mustelina,Wood Thrush,Flaviviridae
668,West Nile virus,Ictinia mississippiensis,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Ictinia,mississippiensis,Mississippi Kite,Flaviviridae
669,West Nile virus,Ictinia mississippiensis,1,PCR,ACCIPITRIFORMES,ACCIPITRIDAE,Ictinia,mississippiensis,Mississippi Kite,Flaviviridae
670,West Nile virus,Lanius ludovicianus,1,PCR,PASSERIFORMES,LANIIDAE,Lanius,ludovicianus,Loggerhead Shrike,Flaviviridae
671,West Nile virus,Lanius ludovicianus,1,PCR,PASSERIFORMES,LANIIDAE,Lanius,ludovicianus,Loggerhead Shrike,Flaviviridae
672,West Nile virus,Larus delawarensis,4,PCR,CHARADRIIFORMES,LARIDAE,Larus,delawarensis,Ring-billed Gull,Flaviviridae
673,West Nile virus,Larus delawarensis,4,PCR,CHARADRIIFORMES,LARIDAE,Larus,delawarensis,Ring-billed Gull,Flaviviridae
674,West Nile virus,Larus leucophthalmus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,leucophthalmus,White-eyed Gull,Flaviviridae
675,West Nile virus,Larus leucophthalmus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,leucophthalmus,White-eyed Gull,Flaviviridae
676,West Nile virus,Larus ridibundus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,ridibundus,"Black-headed Gull, Common Black-headed Gull",Flaviviridae
677,West Nile virus,Larus ridibundus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,ridibundus,"Black-headed Gull, Common Black-headed Gull",Flaviviridae
678,West Nile virus,Larus smithsonianus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,smithsonianus,"Arctic Herring Gull, American Herring Gull",Flaviviridae
679,West Nile virus,Larus smithsonianus,1,PCR,CHARADRIIFORMES,LARIDAE,Larus,smithsonianus,"Arctic Herring Gull, American Herring Gull",Flaviviridae
680,West Nile virus,Meleagris gallopavo,1,PCR,GALLIFORMES,PHASIANIDAE,Meleagris,gallopavo,"Wild Turkey, Turkey",Flaviviridae
681,West Nile virus,Meleagris gallopavo,1,PCR,GALLIFORMES,PHASIANIDAE,Meleagris,gallopavo,"Wild Turkey, Turkey",Flaviviridae
682,West Nile virus,Mephitis mephitis,1,PCR,CARNIVORA,MEPHITIDAE,Mephitis,mephitis,Striped Skunk,Flaviviridae
683,West Nile virus,Mephitis mephitis,1,PCR,CARNIVORA,MEPHITIDAE,Mephitis,mephitis,Striped Skunk,Flaviviridae
684,West Nile virus,Mesocricetus auratus,1,PCR,RODENTIA,CRICETIDAE,Mesocricetus,auratus,Golden Hamster,Flaviviridae
685,West Nile virus,Mesocricetus auratus,1,PCR,RODENTIA,CRICETIDAE,Mesocricetus,auratus,Golden Hamster,Flaviviridae
686,West Nile virus,Mimus polyglottos,3,PCR,PASSERIFORMES,MIMIDAE,Mimus,polyglottos,Northern Mockingbird,Flaviviridae
687,West Nile virus,Mimus polyglottos,3,PCR,PASSERIFORMES,MIMIDAE,Mimus,polyglottos,Northern Mockingbird,Flaviviridae
688,West Nile virus,Molothrus ater,1,PCR,PASSERIFORMES,ICTERIDAE,Molothrus,ater,Brown-headed Cowbird,Flaviviridae
689,West Nile virus,Molothrus ater,1,PCR,PASSERIFORMES,ICTERIDAE,Molothrus,ater,Brown-headed Cowbird,Flaviviridae
690,West Nile virus,Mus musculus,43,PCR,RODENTIA,MURIDAE,Mus,musculus,House Mouse,Flaviviridae
691,West Nile virus,Mus musculus,43,PCR,RODENTIA,MURIDAE,Mus,musculus,House Mouse,Flaviviridae
692,West Nile virus,Nestor notabilis,4,PCR,PSITTACIFORMES,STRIGOPIDAE,Nestor,notabilis,Kea,Flaviviridae
693,West Nile virus,Nestor notabilis,4,PCR,PSITTACIFORMES,STRIGOPIDAE,Nestor,notabilis,Kea,Flaviviridae
694,West Nile virus,Orcinus orca,1,PCR,CETARTIODACTYLA,DELPHINIDAE,Orcinus,orca,"Killer Whale, Orca",Flaviviridae
695,West Nile virus,Orcinus orca,1,PCR,CETARTIODACTYLA,DELPHINIDAE,Orcinus,orca,"Killer Whale, Orca",Flaviviridae
696,West Nile virus,Panurus biarmicus,1,PCR,PASSERIFORMES,TIMALIIDAE,Panurus,biarmicus,"Bearded Parrotbill, Bearded Reedling, Bearded Tit",Flaviviridae
697,West Nile virus,Panurus biarmicus,1,PCR,PASSERIFORMES,TIMALIIDAE,Panurus,biarmicus,"Bearded Parrotbill, Bearded Reedling, Bearded Tit",Flaviviridae
698,West Nile virus,Parus carolinensis,1,PCR,PASSERIFORMES,PARIDAE,Parus,carolinensis,Carolina Chickadee,Flaviviridae
699,West Nile virus,Parus carolinensis,1,PCR,PASSERIFORMES,PARIDAE,Parus,carolinensis,Carolina Chickadee,Flaviviridae
700,West Nile virus,Passer domesticus,30,PCR,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,Flaviviridae
701,West Nile virus,Passer domesticus,30,PCR,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,Flaviviridae
702,West Nile virus,Pelecanus erythrorhynchos,57,PCR,PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,American White Pelican,Flaviviridae
703,West Nile virus,Pelecanus erythrorhynchos,57,PCR,PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,American White Pelican,Flaviviridae
704,West Nile virus,Pelecanus occidentalis,1,PCR,PELECANIFORMES,PELECANIDAE,Pelecanus,occidentalis,Brown Pelican,Flaviviridae
705,West Nile virus,Pelecanus occidentalis,1,PCR,PELECANIFORMES,PELECANIDAE,Pelecanus,occidentalis,Brown Pelican,Flaviviridae
706,West Nile virus,Phalacrocorax auritus,5,PCR,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,Double-crested Cormorant,Flaviviridae
707,West Nile virus,Phalacrocorax auritus,5,PCR,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,Double-crested Cormorant,Flaviviridae
708,West Nile virus,Phasianus colchicus,1,PCR,GALLIFORMES,PHASIANIDAE,Phasianus,colchicus,Common Pheasant,Flaviviridae
709,West Nile virus,Phasianus colchicus,1,PCR,GALLIFORMES,PHASIANIDAE,Phasianus,colchicus,Common Pheasant,Flaviviridae
710,West Nile virus,Phoenicopterus ruber,2,PCR,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus,ruber,"American Flamingo, Caribbean Flamingo",Flaviviridae
711,West Nile virus,Phoenicopterus ruber,2,PCR,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus,ruber,"American Flamingo, Caribbean Flamingo",Flaviviridae
712,West Nile virus,Pica pica,12,PCR,PASSERIFORMES,CORVIDAE,Pica,pica,"Black-billed Magpie, Eurasian Magpie, Common Magpie, Magpie",Flaviviridae
713,West Nile virus,Pica pica,12,PCR,PASSERIFORMES,CORVIDAE,Pica,pica,"Black-billed Magpie, Eurasian Magpie, Common Magpie, Magpie",Flaviviridae
714,West Nile virus,Quiscalus major,1,PCR,PASSERIFORMES,ICTERIDAE,Quiscalus,major,Boat-tailed Grackle,Flaviviridae
715,West Nile virus,Quiscalus major,1,PCR,PASSERIFORMES,ICTERIDAE,Quiscalus,major,Boat-tailed Grackle,Flaviviridae
716,West Nile virus,Quiscalus quiscula,8,PCR,PASSERIFORMES,ICTERIDAE,Quiscalus,quiscula,Common Grackle,Flaviviridae
717,West Nile virus,Quiscalus quiscula,8,PCR,PASSERIFORMES,ICTERIDAE,Quiscalus,quiscula,Common Grackle,Flaviviridae
718,West Nile virus,Rousettus leschenaultii,1,PCR,CHIROPTERA,PTEROPODIDAE,Rousettus,leschenaultii,"Leschenault's Rousette, Leschenault's Rousette, Shortridge's Rousette",Flaviviridae
719,West Nile virus,Rousettus leschenaultii,1,PCR,CHIROPTERA,PTEROPODIDAE,Rousettus,leschenaultii,"Leschenault's Rousette, Leschenault's Rousette, Shortridge's Rousette",Flaviviridae
720,West Nile virus,Sciurus carolinensis,13,PCR,RODENTIA,SCIURIDAE,Sciurus,carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Grey Squirrel",Flaviviridae
721,West Nile virus,Sciurus carolinensis,13,PCR,RODENTIA,SCIURIDAE,Sciurus,carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Grey Squirrel",Flaviviridae
722,West Nile virus,Sciurus niger,1,PCR,RODENTIA,SCIURIDAE,Sciurus,niger,"Bryant's Fox Squirrel, Delmarva Fox Squirrel, Eastern Fox Squirrel, Fox Squirrel",Flaviviridae
723,West Nile virus,Sciurus niger,1,PCR,RODENTIA,SCIURIDAE,Sciurus,niger,"Bryant's Fox Squirrel, Delmarva Fox Squirrel, Eastern Fox Squirrel, Fox Squirrel",Flaviviridae
724,West Nile virus,Spatula querquedula,2,PCR,ANSERIFORMES,ANATIDAE,Spatula,querquedula,Garganey,Flaviviridae
725,West Nile virus,Spatula querquedula,2,PCR,ANSERIFORMES,ANATIDAE,Spatula,querquedula,Garganey,Flaviviridae
726,West Nile virus,Sternula antillarum,7,PCR,CHARADRIIFORMES,LARIDAE,Sternula,antillarum,Least Tern,Flaviviridae
727,West Nile virus,Sternula antillarum,7,PCR,CHARADRIIFORMES,LARIDAE,Sternula,antillarum,Least Tern,Flaviviridae
728,West Nile virus,Streptopelia decaocto,1,PCR,COLUMBIFORMES,COLUMBIDAE,Streptopelia,decaocto,"Eurasian Collared-dove, Collared Dove",Flaviviridae
729,West Nile virus,Streptopelia decaocto,1,PCR,COLUMBIFORMES,COLUMBIDAE,Streptopelia,decaocto,"Eurasian Collared-dove, Collared Dove",Flaviviridae
730,West Nile virus,Toxostoma rufum,1,PCR,PASSERIFORMES,MIMIDAE,Toxostoma,rufum,Brown Thrasher,Flaviviridae
731,West Nile virus,Toxostoma rufum,1,PCR,PASSERIFORMES,MIMIDAE,Toxostoma,rufum,Brown Thrasher,Flaviviridae
732,West Nile virus,Turdus merula,1,PCR,PASSERIFORMES,TURDIDAE,Turdus,merula,"Eurasian Blackbird, Common Blackbird, Blackbird",Flaviviridae
733,West Nile virus,Turdus merula,1,PCR,PASSERIFORMES,TURDIDAE,Turdus,merula,"Eurasian Blackbird, Common Blackbird, Blackbird",Flaviviridae
734,West Nile virus,Turdus migratorius,9,PCR,PASSERIFORMES,TURDIDAE,Turdus,migratorius,American Robin,Flaviviridae
735,West Nile virus,Turdus migratorius,9,PCR,PASSERIFORMES,TURDIDAE,Turdus,migratorius,American Robin,Flaviviridae
736,West Nile virus,Zenaida macroura,5,PCR,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,"Mourning Dove, American Mourning Dove",Flaviviridae
737,West Nile virus,Zenaida macroura,5,PCR,COLUMBIFORMES,COLUMBIDAE,Zenaida,macroura,"Mourning Dove, American Mourning Dove",Flaviviridae
738,Whitewater Arroyo mammarenavirus,Neotoma albigula,5,PCR,RODENTIA,CRICETIDAE,Neotoma,albigula,White-throated Woodrat,Arenaviridae
739,Whitewater Arroyo mammarenavirus,Neotoma albigula,5,PCR,RODENTIA,CRICETIDAE,Neotoma,albigula,White-throated Woodrat,Arenaviridae
740,Whitewater Arroyo mammarenavirus,Neotoma cinerea,3,PCR,RODENTIA,CRICETIDAE,Neotoma,cinerea,"Bushy-tailed Woodrat, Packrat, Bushy-talied Woodrat, Woodrat",Arenaviridae
741,Whitewater Arroyo mammarenavirus,Neotoma cinerea,3,PCR,RODENTIA,CRICETIDAE,Neotoma,cinerea,"Bushy-tailed Woodrat, Packrat, Bushy-talied Woodrat, Woodrat",Arenaviridae
742,Whitewater Arroyo mammarenavirus,Neotoma mexicana,11,PCR,RODENTIA,CRICETIDAE,Neotoma,mexicana,Mexican Woodrat,Arenaviridae
743,Whitewater Arroyo mammarenavirus,Neotoma mexicana,11,PCR,RODENTIA,CRICETIDAE,Neotoma,mexicana,Mexican Woodrat,Arenaviridae
744,Whitewater Arroyo mammarenavirus,Neotoma micropus,15,PCR,RODENTIA,CRICETIDAE,Neotoma,micropus,Southern Plains Woodrat,Arenaviridae
745,Whitewater Arroyo mammarenavirus,Neotoma micropus,15,PCR,RODENTIA,CRICETIDAE,Neotoma,micropus,Southern Plains Woodrat,Arenaviridae
746,Yellow fever virus,Alouatta caraya,4,PCR,PRIMATES,ATELIDAE,Alouatta,caraya,"Black-and-gold Howler Monkey, Black Howling Monkey, Black Howler Monkey, Black Howler",Flaviviridae
747,Yellow fever virus,Alouatta seniculus,12,PCR,PRIMATES,ATELIDAE,Alouatta,seniculus,,Flaviviridae
748,Yellow fever virus,Erythrocebus patas,1,PCR,PRIMATES,CERCOPITHECIDAE,Erythrocebus,patas,Patas Monkey,Flaviviridae
749,Yellow fever virus,Homo sapiens,60,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
750,Zaire ebolavirus,Cavia porcellus,1,PCR,RODENTIA,CAVIIDAE,Cavia,porcellus,,Filoviridae
751,Zaire ebolavirus,Cavia porcellus,1,PCR,RODENTIA,CAVIIDAE,Cavia,porcellus,,Filoviridae
752,Zaire ebolavirus,Gorilla gorilla,8,PCR,PRIMATES,HOMINIDAE,Gorilla,gorilla,"Western Gorilla, Lowland Gorilla",Filoviridae
753,Zaire ebolavirus,Gorilla gorilla,8,PCR,PRIMATES,HOMINIDAE,Gorilla,gorilla,"Western Gorilla, Lowland Gorilla",Filoviridae
754,Zaire ebolavirus,Homo sapiens,1707,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Filoviridae
755,Zaire ebolavirus,Homo sapiens,1707,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Filoviridae
756,Zaire ebolavirus,Macaca mulatta,11,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,"Rhesus Monkey, Rhesus Macaque",Filoviridae
757,Zaire ebolavirus,Macaca mulatta,11,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,"Rhesus Monkey, Rhesus Macaque",Filoviridae
758,Zaire ebolavirus,Pan troglodytes,1,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Robust Chimpanzee, Common Chimpanzee",Filoviridae
759,Zaire ebolavirus,Pan troglodytes,1,PCR,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Robust Chimpanzee, Common Chimpanzee",Filoviridae
760,Zika virus,Callithrix jacchus,1,PCR,PRIMATES,CALLITRICHIDAE,Callithrix,jacchus,"Common Marmoset, White-tufted-ear Marmoset",Flaviviridae
761,Zika virus,Homo sapiens,250,PCR,PRIMATES,HOMINIDAE,Homo,sapiens,Human,Flaviviridae
762,Zika virus,Macaca mulatta,5,PCR,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,"Rhesus Monkey, Rhesus Macaque",Flaviviridae
763,Zika virus,Sapajus libidinosus,1,PCR,PRIMATES,CEBIDAE,Sapajus,libidinosus,"Bearded Capuchin, Black-striped Capuchin",Flaviviridae
